               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,    train/theta_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,      val/theta_loss,               x/lr0,               x/lr1,               x/lr2
                 279,            0.039155,            0.054578,           0.0018789,            0.074644,             0.72948,             0.71638,             0.73766,             0.48284,            0.039114,            0.052122,           0.0036036,             0.10309,           0.0021057,           0.0021057,           0.0021057
                 280,            0.038842,            0.050293,           0.0018023,            0.074223,             0.73103,               0.716,              0.7378,              0.4828,            0.039121,            0.052135,           0.0036027,             0.10314,           0.0020963,           0.0020963,           0.0020963
                 281,            0.039617,            0.054186,           0.0020399,            0.074873,             0.76831,             0.68325,             0.73792,             0.48251,            0.039127,            0.052146,           0.0036024,             0.10319,           0.0020874,           0.0020874,           0.0020874
                 282,            0.039409,            0.051998,           0.0018001,            0.074514,               0.769,             0.68244,             0.73721,              0.4821,            0.039136,            0.052167,           0.0036017,             0.10324,           0.0020789,           0.0020789,           0.0020789
                 283,            0.039819,             0.05362,           0.0020285,            0.074932,             0.76458,             0.68605,             0.73782,             0.48242,            0.039146,            0.052182,           0.0035992,             0.10328,           0.0020709,           0.0020709,           0.0020709
                 284,            0.039128,            0.052963,           0.0019913,            0.074127,             0.76624,             0.68643,             0.73803,             0.48285,            0.039151,            0.052195,           0.0035999,             0.10333,           0.0020632,           0.0020632,           0.0020632
                 285,            0.039235,            0.050715,           0.0019168,            0.074173,             0.76558,              0.6867,             0.73821,             0.48305,             0.03916,            0.052211,           0.0035996,             0.10335,            0.002056,            0.002056,            0.002056
                 286,            0.039203,            0.052313,           0.0019235,            0.074419,             0.76856,             0.68432,             0.73835,             0.48319,            0.039169,            0.052228,           0.0035965,             0.10339,           0.0020492,           0.0020492,           0.0020492
                 287,            0.039303,            0.051971,           0.0019389,            0.074181,              0.7692,             0.68329,             0.73802,              0.4833,             0.03917,            0.052238,           0.0035928,             0.10343,           0.0020429,           0.0020429,           0.0020429
                 288,            0.039234,            0.051711,           0.0019179,            0.074457,             0.79576,             0.66572,             0.73767,             0.48369,            0.039168,            0.052248,           0.0035897,             0.10346,            0.002037,            0.002037,            0.002037
                 289,             0.03943,            0.051326,           0.0020548,            0.074977,             0.75508,             0.69396,             0.73788,             0.48355,            0.039173,            0.052261,            0.003585,             0.10346,           0.0020315,           0.0020315,           0.0020315
                 290,            0.039325,            0.054784,           0.0019851,            0.074062,             0.76159,             0.69139,             0.73982,              0.4844,            0.039174,            0.052276,           0.0035821,             0.10348,           0.0020265,           0.0020265,           0.0020265
                 291,            0.039493,            0.054226,           0.0019612,            0.074411,              0.7595,             0.69143,              0.7387,             0.48398,            0.039172,            0.052288,           0.0035815,              0.1035,           0.0020219,           0.0020219,           0.0020219
                 292,            0.039242,            0.053518,            0.001842,            0.074307,             0.76152,             0.69206,             0.74039,             0.48462,            0.039172,            0.052306,           0.0035803,             0.10354,           0.0020178,           0.0020178,           0.0020178
                 293,            0.039596,            0.053296,           0.0019774,             0.07449,             0.75845,             0.69076,             0.73739,             0.48352,            0.039179,            0.052321,           0.0035784,              0.1036,            0.002014,            0.002014,            0.002014
                 294,             0.03943,            0.053475,           0.0019013,            0.074229,             0.76743,             0.68505,             0.73844,             0.48418,            0.039184,             0.05233,           0.0035749,             0.10362,           0.0020107,           0.0020107,           0.0020107
                 295,            0.039491,            0.054375,           0.0019813,             0.07415,             0.76837,              0.6838,             0.73794,             0.48398,             0.03919,            0.052347,           0.0035726,             0.10365,           0.0020079,           0.0020079,           0.0020079
                 296,            0.039136,            0.053252,           0.0018595,            0.074249,             0.76676,             0.68362,             0.73617,             0.48275,            0.039196,            0.052363,           0.0035688,             0.10366,           0.0020055,           0.0020055,           0.0020055
                 297,            0.039553,            0.051225,           0.0019843,            0.073875,             0.77848,             0.67596,             0.73702,             0.48333,            0.039199,            0.052371,           0.0035657,             0.10369,           0.0020035,           0.0020035,           0.0020035
                 298,            0.039369,            0.053719,           0.0019562,            0.074006,             0.76393,             0.68626,             0.73648,             0.48336,            0.039203,            0.052383,           0.0035654,             0.10369,            0.002002,            0.002002,            0.002002
                 299,            0.039439,            0.053152,           0.0020635,            0.074869,             0.77832,             0.67661,             0.73702,             0.48379,            0.039207,            0.052399,           0.0035679,             0.10369,           0.0020009,           0.0020009,           0.0020009
